idx,canonical_smiles,chembl_id
3,NS(=O)(=O)c1cccc(-c2ccc(CNC3CCN(C4CCCC4)CC3)cc2)c1-c1nnn[nH]1,CHEMBL6040340
3,NS(=O)(=O)c1cccc(C2=CCOCC2)c1-c1nnn[nH]1,CHEMBL6057546
3,NS(=O)(=O)c1cccc(-c2ccc(NC3CCNC3)nc2)c1-c1nnn[nH]1,CHEMBL6019385
3,CC(C)(C)c1cccc(S(N)(=O)=O)c1-c1nnn[nH]1,CHEMBL5816393
3,CN(C)C1CCN(c2ccc(-c3cccc(S(N)(=O)=O)c3-c3nnn[nH]3)cn2)C1,CHEMBL6027039
3,Cn1cncc1C[C@@H](NCc1ccc(-c2cccc(S(N)(=O)=O)c2-c2nnn[nH]2)cc1)C(=O)O,CHEMBL5923238
3,CN(CCN1CCCC1)c1ccc(-c2cccc(S(N)(=O)=O)c2-c2nnn[nH]2)cn1,CHEMBL6038924
3,NS(=O)(=O)c1cccc(-c2ccnc3ncccc23)c1-c1nnn[nH]1,CHEMBL5882360
3,NS(=O)(=O)c1cccc(-c2cccc3c2CNC3=O)c1-c1nnn[nH]1,CHEMBL5915605
3,CC(C)c1cccc(S(N)(=O)=O)c1-c1nnn[nH]1,CHEMBL5851681
3,COc1cccc(S(N)(=O)=O)c1-c1nnn[nH]1,CHEMBL5764896
3,NS(=O)(=O)c1cccc(-c2ccc(C3CCN(C[C@H]4CNCCO4)CC3)cc2)c1-c1nnn[nH]1,CHEMBL5765017
3,Cc1cc2nccn2cc1-c1cccc(S(N)(=O)=O)c1-c1nnn[nH]1,CHEMBL5994585
3,CC(=O)NC1CCN(c2ccc(-c3cccc(S(N)(=O)=O)c3-c3nnn[nH]3)cn2)C1,CHEMBL5750579
3,CN1CCC2(CCN(c3ccc(-c4cccc(S(N)(=O)=O)c4-c4nnn[nH]4)cn3)C2)C1,CHEMBL5873486
3,NS(=O)(=O)c1cccc(-c2cnn(CCN3CCOCC3)c2)c1-c1nnn[nH]1,CHEMBL5749687
3,Cc1cccn2c(-c3cccc(S(N)(=O)=O)c3-c3nnn[nH]3)cnc12,CHEMBL6008153
